protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_010681552.1	3	YP_010681552.1	4gp7-assembly1_B-2	6.369E-06	270	1.000	164	25.000	6.193E-01	8.299E-01	3.979E-01	7.535E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681552.1	4	YP_010681552.1	4jst-assembly1_B	8.988E-07	301	1.000	164	25.000	6.193E-01	8.295E-01	3.976E-01	7.532E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681552.1	5	YP_010681552.1	3add-assembly1_B	1.828E-04	178	1.000	224	22.700	5.244E-01	6.468E-01	3.868E-01	5.334E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681552.1	6	YP_010681552.1	3wfp-assembly9_B	1.561E-03	136	1.000	263	15.200	4.832E-01	5.717E-01	3.829E-01	2.948E-01	224324	Aquifex aeolicus VF5
YP_010681552.1	7	YP_010681552.1	3adb-assembly1_A	1.095E-04	150	1.000	340	17.600	4.431E-01	5.087E-01	3.825E-01	5.050E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681552.1	8	YP_010681552.1	3zvn-assembly1_A	6.992E-06	270	1.000	170	17.600	6.420E-01	8.081E-01	3.804E-01	3.430E-01	10090	Mus musculus
YP_010681552.1	9	YP_010681552.1	3a4l-assembly1_A	6.255E-05	186	1.000	226	21.600	5.074E-01	6.312E-01	3.781E-01	5.268E-01	2190	Methanocaldococcus jannaschii
YP_010681552.1	10	YP_010681552.1	3adb-assembly1_B	1.776E-05	195	1.000	230	20.400	4.926E-01	6.143E-01	3.758E-01	4.984E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681552.1	11	YP_010681552.1	2rhm-assembly1_A	8.761E-03	136	1.000	180	16.100	5.383E-01	6.915E-01	3.713E-01	6.423E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010681552.1	12	YP_010681552.1	4xrp-assembly1_D	3.351E-04	211	1.000	143	25.800	6.192E-01	8.432E-01	3.673E-01	3.970E-01	553178	Capnocytophaga gingivalis ATCC 33624
YP_010681552.1	13	YP_010681552.1	1ko1-assembly1_B	2.488E-03	159	1.000	172	18.000	5.558E-01	7.296E-01	3.660E-01	7.016E-01	562	Escherichia coli
YP_010681552.1	14	YP_010681552.1	3a4n-assembly1_B	2.781E-04	162	1.000	228	20.100	4.940E-01	6.080E-01	3.659E-01	5.057E-01	2190	Methanocaldococcus jannaschii
YP_010681552.1	15	YP_010681552.1	3zvm-assembly1_B	4.815E-06	267	1.000	161	18.000	6.036E-01	8.024E-01	3.627E-01	3.255E-01	10090	Mus musculus
YP_010681552.1	16	YP_010681552.1	2rhm-assembly2_D	1.056E-02	132	1.000	187	14.900	5.352E-01	6.812E-01	3.626E-01	6.207E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010681552.1	17	YP_010681552.1	3adc-assembly1_A	1.319E-04	168	1.000	235	19.500	4.857E-01	5.970E-01	3.616E-01	4.827E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681552.1	18	YP_010681552.1	5x6k-assembly2_B	1.106E-02	128	1.000	193	20.200	4.999E-01	6.914E-01	3.616E-01	6.189E-01	8208	Notothenia coriiceps
YP_010681552.1	19	YP_010681552.1	1rpz-assembly1_A	1.236E-03	165	1.000	220	20.000	5.546E-01	7.017E-01	3.600E-01	4.208E-01	10665	Tequatrovirus T4
YP_010681552.1	20	YP_010681552.1	3u7g-assembly1_A	2.043E-05	248	1.000	163	16.500	6.159E-01	8.030E-01	3.590E-01	3.234E-01	10090	Mus musculus
YP_009336968.1	1	YP_009336968.1	1c8n-assembly1_C	1.650E-11	425	1.000	186	21.500	7.152E-01	8.828E-01	6.641E-01	6.699E-01	12054	unidentified tobacco necrosis virus
YP_009336968.1	2	YP_009336968.1	1c8n-assembly1_A	4.710E-12	439	1.000	187	21.300	7.139E-01	8.716E-01	6.610E-01	7.647E-01	12054	unidentified tobacco necrosis virus
YP_009336968.1	3	YP_009336968.1	1ng0-assembly1_C	1.082E-10	346	1.000	225	18.200	6.549E-01	7.278E-01	6.590E-01	6.673E-01	40979	Cocksfoot mottle virus
YP_009336968.1	4	YP_009336968.1	2izw-assembly1_C	1.145E-10	386	1.000	176	22.700	6.853E-01	8.696E-01	6.573E-01	6.960E-01	119910	Ryegrass mottle virus
YP_009336968.1	5	YP_009336968.1	2izw-assembly1_B	1.472E-11	419	1.000	177	22.500	7.063E-01	8.624E-01	6.566E-01	7.996E-01	119910	Ryegrass mottle virus
YP_009336968.1	6	YP_009336968.1	1f2n-assembly1_A	1.650E-11	410	1.000	184	22.200	6.912E-01	8.531E-01	6.525E-01	7.536E-01	31744	Rice yellow mottle virus
YP_009336968.1	7	YP_009336968.1	4sbv-assembly1_C	4.922E-09	328	1.000	193	17.600	6.662E-01	8.535E-01	6.504E-01	6.477E-01	12139	Southern bean mosaic virus
YP_009336968.1	8	YP_009336968.1	1opo-assembly1_C	2.072E-11	416	1.000	166	22.200	7.080E-01	8.691E-01	6.401E-01	5.340E-01	11986	Carnation mottle virus
YP_009336968.1	9	YP_009336968.1	1f2n-assembly1_C	1.849E-11	362	1.000	221	20.300	6.601E-01	7.020E-01	6.341E-01	6.590E-01	31744	Rice yellow mottle virus
YP_009336968.1	10	YP_009336968.1	4sbv-assembly1_B-31	1.765E-09	336	1.000	194	16.400	6.711E-01	8.223E-01	6.338E-01	6.968E-01	12139	Southern bean mosaic virus
YP_009336968.1	11	YP_009336968.1	4v99-assembly1_AM	3.017E-10	376	1.000	183	16.900	7.080E-01	8.535E-01	6.336E-01	6.445E-01	652599	Panicum mosaic virus strain Kansas 109S
YP_009336968.1	12	YP_009336968.1	4llf-assembly1_D	6.929E-09	329	1.000	171	21.600	6.910E-01	8.558E-01	6.330E-01	4.444E-01	12143	Cucumber necrosis virus
YP_009336968.1	13	YP_009336968.1	2tbv-assembly1_A	2.510E-07	274	1.000	172	18.000	6.693E-01	8.415E-01	6.311E-01	4.953E-01	12145	Tomato bushy stunt virus
YP_009336968.1	14	YP_009336968.1	6mrm-assembly1_A	1.978E-09	339	1.000	174	21.200	6.753E-01	8.393E-01	6.288E-01	4.852E-01	12267	Red clover necrotic mosaic virus
YP_009336968.1	15	YP_009336968.1	6mrm-assembly1_C	1.341E-07	289	1.000	168	22.000	6.843E-01	8.592E-01	6.274E-01	4.480E-01	12267	Red clover necrotic mosaic virus
YP_009336968.1	16	YP_009336968.1	1smv-assembly1_C	2.217E-09	328	1.000	196	16.300	6.527E-01	8.206E-01	6.261E-01	6.235E-01	12558	Sesbania mosaic virus
YP_009336968.1	17	YP_009336968.1	2tbv-assembly1_C	8.592E-06	225	1.000	170	17.600	6.550E-01	8.418E-01	6.236E-01	4.386E-01	12145	Tomato bushy stunt virus
YP_009336968.1	18	YP_009336968.1	1x33-assembly1_C	2.269E-10	351	1.000	194	18.500	6.334E-01	8.138E-01	6.223E-01	6.123E-01	12558	Sesbania mosaic virus
YP_009336968.1	19	YP_009336968.1	6mrl-assembly1_D	1.310E-06	252	1.000	174	18.900	6.694E-01	8.405E-01	6.223E-01	4.310E-01	165432	Cucumber leaf spot virus
YP_009336968.1	20	YP_009336968.1	2zah-assembly1_A	4.247E-10	360	1.000	174	18.900	6.844E-01	8.333E-01	6.213E-01	4.720E-01	11987	Melon necrotic spot virus
YP_950542.1	1	YP_950542.1	5oq3-assembly1_A	2.155E-05	135	1.000	438	11.400	3.887E-01	5.413E-01	4.680E-01	5.321E-01	1496	Clostridioides difficile
YP_950542.1	2	YP_950542.1	1ukp-assembly2_B	5.072E-04	114	1.000	386	12.100	3.752E-01	6.140E-01	4.519E-01	3.935E-01	3847	Glycine max
YP_950542.1	3	YP_950542.1	5e9a-assembly1_A	1.454E-03	103	1.000	376	12.200	3.987E-01	5.552E-01	4.364E-01	2.854E-01	1591056	Rahnella sp. R3
YP_950542.1	4	YP_950542.1	4uzs-assembly1_A	3.338E-03	102	1.000	328	10.300	4.109E-01	6.071E-01	4.326E-01	2.795E-01	883062	Bifidobacterium bifidum S17
YP_950542.1	5	YP_950542.1	1kwg-assembly1_A	4.654E-03	100	1.000	350	10.000	4.218E-01	6.066E-01	4.323E-01	2.949E-01	274	Thermus thermophilus
YP_950542.1	6	YP_950542.1	4uzs-assembly1_C	1.231E-03	110	1.000	324	12.000	4.032E-01	6.069E-01	4.319E-01	2.798E-01	883062	Bifidobacterium bifidum S17
YP_950542.1	7	YP_950542.1	4uzs-assembly1_B	1.717E-03	107	1.000	325	10.100	4.083E-01	6.011E-01	4.286E-01	2.802E-01	883062	Bifidobacterium bifidum S17
YP_950542.1	8	YP_950542.1	4ucf-assembly1_C	2.027E-03	101	1.000	327	11.600	3.916E-01	5.773E-01	4.099E-01	2.664E-01	883062	Bifidobacterium bifidum S17
YP_950542.1	9	YP_950542.1	4uni-assembly1_C	1.717E-03	110	1.000	290	11.000	4.093E-01	6.329E-01	3.997E-01	2.553E-01	580050	Bifidobacterium animalis subsp. lactis Bl-04
YP_950542.1	10	YP_950542.1	4uoz-assembly1_C	3.528E-03	107	1.000	272	10.600	4.204E-01	6.610E-01	3.914E-01	2.478E-01	580050	Bifidobacterium animalis subsp. lactis Bl-04
YP_950542.1	11	YP_950542.1	4ipn-assembly1_E	4.295E-04	103	1.000	369	8.600	3.747E-01	4.898E-01	3.563E-01	3.254E-01	170187	Streptococcus pneumoniae TIGR4
YP_950542.1	12	YP_950542.1	4ucf-assembly1_A	6.140E-03	101	1.000	255	12.900	4.239E-01	6.436E-01	3.550E-01	2.275E-01	883062	Bifidobacterium bifidum S17
YP_950542.1	13	YP_950542.1	6wgd-assembly1_A	9.621E-05	115	1.000	347	13.200	3.758E-01	4.890E-01	3.501E-01	3.366E-01	1402	Bacillus licheniformis
YP_950542.1	14	YP_950542.1	3p84-assembly1_A	1.674E-04	106	1.000	322	8.300	3.302E-01	5.103E-01	3.419E-01	3.851E-01	550	Enterobacter cloacae
YP_950542.1	15	YP_950542.1	9jp2-assembly1_A	2.468E-04	112	1.000	309	10.300	3.643E-01	5.467E-01	3.332E-01	3.796E-01	2528016	Novipirellula artificiosorum
YP_950542.1	16	YP_950542.1	3wen-assembly1_A	3.176E-05	114	1.000	308	13.300	3.210E-01	4.928E-01	3.317E-01	1.896E-01	161934	Beta vulgaris
YP_950542.1	17	YP_950542.1	3p8j-assembly1_A	2.468E-04	101	1.000	331	8.100	3.295E-01	4.900E-01	3.277E-01	3.683E-01	550	Enterobacter cloacae
YP_950542.1	18	YP_950542.1	3vmn-assembly1_A	2.209E-04	116	1.000	276	11.200	3.729E-01	5.639E-01	3.124E-01	2.185E-01	1309	Streptococcus mutans
YP_950542.1	19	YP_950542.1	2aam-assembly1_A	2.090E-04	109	1.000	302	10.200	3.516E-01	5.230E-01	3.064E-01	4.201E-01	2336	Thermotoga maritima
YP_950542.1	20	YP_950542.1	4uoq-assembly1_C	2.530E-03	98	0.999	327	11.000	3.934E-01	5.550E-01	3.986E-01	2.601E-01	580050	Bifidobacterium animalis subsp. lactis Bl-04
YP_010679883.1	1	YP_010679883.1	4ldz-assembly1_B	1.665E+00	77	0.975	49	16.300	8.215E-01	8.951E-01	2.536E-01	2.444E-01	224308	Bacillus subtilis subsp. subtilis str. 168
YP_010679883.1	2	YP_010679883.1	3c57-assembly1_A	1.251E+00	75	0.967	46	17.300	7.465E-01	8.493E-01	2.374E-01	7.642E-01	1773	Mycobacterium tuberculosis
YP_010679883.1	3	YP_010679883.1	7r3g-assembly1_B	2.785E+00	73	0.956	43	20.900	8.736E-01	9.452E-01	2.309E-01	1.778E-01	208964	Pseudomonas aeruginosa PAO1
YP_010679883.1	4	YP_010679883.1	5vxn-assembly2_C	2.346E+00	72	0.949	37	8.100	8.290E-01	8.947E-01	1.965E-01	1.757E-01	83333	Escherichia coli K-12
YP_010679883.1	5	YP_010679883.1	5vxn-assembly1_A	2.346E+00	71	0.941	37	8.100	8.203E-01	8.782E-01	1.956E-01	1.766E-01	83333	Escherichia coli K-12
YP_010679883.1	6	YP_010679883.1	2lvs-assembly1_A	1.598E-01	69	0.923	95	21.000	6.483E-01	4.359E-01	2.224E-01	3.600E-01	415426	Hyperthermus butylicus DSM 5456
YP_010679883.1	7	YP_010679883.1	2r0q-assembly1_F	3.925E+00	66	0.887	34	20.500	8.394E-01	9.366E-01	1.847E-01	1.751E-01	1280	Staphylococcus aureus
YP_010679883.1	8	YP_010679883.1	7ve5-assembly1_B	3.925E+00	65	0.872	43	16.200	8.307E-01	9.100E-01	2.287E-01	6.034E-01	1280	Staphylococcus aureus
YP_010679883.1	9	YP_010679883.1	7bhy-assembly1_B	3.123E+00	65	0.872	45	20.000	8.106E-01	8.499E-01	2.246E-01	7.087E-01	224308	Bacillus subtilis subsp. subtilis str. 168
YP_010679883.1	10	YP_010679883.1	1h0m-assembly1_A	4.934E+00	62	0.817	39	15.300	8.402E-01	9.218E-01	2.104E-01	1.663E-01	358	Agrobacterium tumefaciens
YP_010679883.1	11	YP_010679883.1	4y13-assembly1_A	5.857E+00	61	0.795	40	25.000	8.665E-01	9.313E-01	2.141E-01	1.596E-01	83334	Escherichia coli O157:H7
YP_010679883.1	12	YP_010679883.1	1h0m-assembly2_D	3.925E+00	61	0.795	41	17.000	8.021E-01	8.405E-01	2.071E-01	1.652E-01	358	Agrobacterium tumefaciens
YP_010679883.1	13	YP_010679883.1	3clo-assembly1_B	6.953E+00	59	0.747	40	20.000	8.753E-01	9.417E-01	2.146E-01	1.514E-01	226186	Bacteroides thetaiotaomicron VPI-5482
YP_010679883.1	14	YP_010679883.1	1h0m-assembly2_C	5.857E+00	59	0.747	39	15.300	8.392E-01	9.204E-01	2.104E-01	1.677E-01	358	Agrobacterium tumefaciens
YP_010679883.1	15	YP_010679883.1	1p4w-assembly1_A	5.224E+00	58	0.720	41	7.300	8.186E-01	8.661E-01	2.153E-01	4.334E-01	552	Erwinia amylovora
YP_010679883.1	16	YP_010679883.1	3clo-assembly2_C-2	6.953E+00	58	0.720	40	20.000	8.695E-01	9.371E-01	2.143E-01	1.518E-01	226186	Bacteroides thetaiotaomicron VPI-5482
YP_010679883.1	17	YP_010679883.1	5cy2-assembly2_F	7.795E+00	57	0.692	37	16.200	8.470E-01	9.885E-01	2.030E-01	2.041E-01	562	Escherichia coli
YP_010679883.1	18	YP_010679883.1	3ulq-assembly1_B	6.201E+00	56	0.663	41	12.100	8.157E-01	8.824E-01	2.096E-01	6.180E-01	1423	Bacillus subtilis
YP_010679883.1	19	YP_010679883.1	6pax-assembly1_A	5.619E-01	55	0.632	119	13.400	6.413E-01	4.015E-01	2.174E-01	2.933E-01	9606	Homo sapiens
YP_010679883.1	20	YP_010679883.1	7vim-assembly1_A	2.346E+00	54	0.601	76	17.100	6.544E-01	6.425E-01	2.199E-01	5.953E-01	1263550	Edwardsiella piscicida
YP_008433375.1	1	YP_008433375.1	6v40-assembly1_A	3.307E-10	468	1.000	182	37.300	7.468E-01	8.548E-01	7.260E-01	7.740E-01	90370	Salmonella enterica subsp. enterica serovar Typhi
YP_008433375.1	2	YP_008433375.1	6v3z-assembly1_B-2	2.741E-10	462	1.000	179	39.600	7.463E-01	8.217E-01	6.884E-01	7.887E-01	149539	Salmonella enterica subsp. enterica serovar Enteritidis
YP_008433375.1	3	YP_008433375.1	7dnp-assembly1_A	1.106E-06	284	1.000	190	27.300	5.912E-01	8.031E-01	6.192E-01	7.233E-01	262698	Brucella abortus bv. 1 str. 9-941
YP_008433375.1	4	YP_008433375.1	2ikb-assembly2_B	7.194E-05	228	1.000	191	27.700	6.115E-01	8.107E-01	6.108E-01	7.922E-01	122586	Neisseria meningitidis MC58
YP_008433375.1	5	YP_008433375.1	2ikb-assembly1_C	3.894E-04	196	1.000	194	26.800	5.955E-01	7.798E-01	6.070E-01	7.507E-01	122586	Neisseria meningitidis MC58
YP_008433375.1	6	YP_008433375.1	2is5-assembly1_A	2.116E-04	203	1.000	179	27.300	5.704E-01	8.030E-01	5.761E-01	7.233E-01	491	Neisseria meningitidis serogroup B
YP_008433375.1	7	YP_008433375.1	2ikb-assembly2_D	6.865E-05	218	1.000	179	28.400	5.740E-01	7.844E-01	5.747E-01	7.079E-01	122586	Neisseria meningitidis MC58
YP_008433375.1	8	YP_008433375.1	2ikb-assembly1_A	2.334E-05	232	1.000	179	28.400	5.716E-01	7.802E-01	5.736E-01	7.067E-01	122586	Neisseria meningitidis MC58
YP_008433375.1	9	YP_008433375.1	2is5-assembly1_D	1.047E-04	211	1.000	192	22.300	5.715E-01	7.853E-01	5.696E-01	7.712E-01	491	Neisseria meningitidis serogroup B
YP_008433375.1	10	YP_008433375.1	2is5-assembly1_B	1.047E-04	204	1.000	184	23.900	5.532E-01	7.558E-01	5.464E-01	7.288E-01	491	Neisseria meningitidis serogroup B
YP_008433375.1	11	YP_008433375.1	2is5-assembly1_C	1.824E-02	126	1.000	161	21.100	5.265E-01	7.147E-01	4.564E-01	6.718E-01	491	Neisseria meningitidis serogroup B
YP_008433375.1	12	YP_008433375.1	4noo-assembly2_C	2.633E+00	49	0.442	222	7.200	4.275E-01	5.622E-01	5.095E-01	5.244E-01	243277	Vibrio cholerae O1 biovar El Tor str. N16961
YP_008433375.1	13	YP_008433375.1	5f3q-assembly1_B	3.489E+00	35	0.138	181	12.100	4.064E-01	3.424E-01	2.953E-01	3.294E-01	5759	Entamoeba histolytica
YP_008433375.1	14	YP_008433375.1	7vvm-assembly1_R	1.500E+00	32	0.106	234	11.500	3.202E-01	2.696E-01	2.610E-01	1.839E-01	9606	Homo sapiens
YP_008433375.1	15	YP_008433375.1	3odu-assembly1_B	6.728E+00	28	0.076	234	11.900	3.741E-01	3.342E-01	3.048E-01	1.601E-01	9606	Homo sapiens
YP_008433375.1	16	YP_008433375.1	4z9g-assembly3_C	4.845E+00	28	0.076	241	16.100	3.400E-01	3.109E-01	2.965E-01	1.731E-01	9606	Homo sapiens
YP_008433375.1	17	YP_008433375.1	8oyy-assembly2_B	5.078E+00	28	0.076	226	11.000	3.690E-01	2.951E-01	2.847E-01	2.619E-01	32630	synthetic construct
YP_008433375.1	18	YP_008433375.1	9jr2-assembly1_R	3.489E+00	28	0.076	228	9.600	3.354E-01	2.783E-01	2.597E-01	1.794E-01	9606	Homo sapiens
YP_008433375.1	19	YP_008433375.1	7vvl-assembly1_R	5.577E+00	25	0.057	231	10.300	3.419E-01	2.785E-01	2.725E-01	1.926E-01	9606	Homo sapiens
YP_008433375.1	20	YP_008433375.1	7vvk-assembly1_R	6.728E+00	25	0.057	194	12.300	3.474E-01	3.037E-01	2.584E-01	1.846E-01	9606	Homo sapiens
YP_009666899.1	1	YP_009666899.1	6z1p-assembly1_BS	2.548E+00	23	0.045	156	8.300	3.503E-01	2.165E-01	1.451E-01	9.364E-02	312017	Tetrahymena thermophila SB210
YP_009337337.1	1	YP_009337337.1	2izw-assembly1_B	1.208E-12	475	1.000	170	21.100	7.379E-01	8.991E-01	7.076E-01	8.044E-01	119910	Ryegrass mottle virus
YP_009337337.1	2	YP_009337337.1	4sbv-assembly1_B-31	1.874E-10	380	1.000	195	16.400	6.833E-01	8.665E-01	7.016E-01	7.213E-01	12139	Southern bean mosaic virus
YP_009337337.1	3	YP_009337337.1	2zzq-assembly1_A	1.199E-07	283	1.000	186	14.500	6.478E-01	8.574E-01	6.962E-01	3.126E-01	31769	Hepatitis E virus (strain Myanmar)
YP_009337337.1	4	YP_009337337.1	2izw-assembly1_C	4.707E-12	445	1.000	169	20.700	7.170E-01	8.841E-01	6.936E-01	6.842E-01	119910	Ryegrass mottle virus
YP_009337337.1	5	YP_009337337.1	1x33-assembly1_C	1.581E-10	387	1.000	196	14.200	7.012E-01	8.628E-01	6.935E-01	6.356E-01	12558	Sesbania mosaic virus
YP_009337337.1	6	YP_009337337.1	4y5z-assembly1_1	1.005E-10	393	1.000	192	14.000	6.943E-01	8.714E-01	6.920E-01	7.357E-01	93061	Staphylococcus aureus subsp. aureus NCTC 8325
YP_009337337.1	7	YP_009337337.1	2ztn-assembly1_A	2.453E-08	302	1.000	185	15.100	6.382E-01	8.565E-01	6.915E-01	3.172E-01	12461	Paslahepevirus balayani
YP_009337337.1	8	YP_009337337.1	3hag-assembly1_A	1.269E-07	283	1.000	184	14.100	6.493E-01	8.560E-01	6.899E-01	3.185E-01	12461	Paslahepevirus balayani
YP_009337337.1	9	YP_009337337.1	2vq0-assembly1_C	1.494E-10	383	1.000	197	14.200	6.895E-01	8.579E-01	6.894E-01	6.652E-01	12558	Sesbania mosaic virus
YP_009337337.1	10	YP_009337337.1	1x35-assembly1_C	1.983E-10	378	1.000	196	14.200	6.884E-01	8.524E-01	6.862E-01	6.289E-01	12558	Sesbania mosaic virus
YP_009337337.1	11	YP_009337337.1	6lb0-assembly1_A	6.075E-08	284	1.000	185	15.600	6.169E-01	8.467E-01	6.847E-01	4.489E-01	12461	Paslahepevirus balayani
YP_009337337.1	12	YP_009337337.1	6lat-assembly1_A	7.201E-08	282	1.000	185	15.600	6.196E-01	8.454E-01	6.836E-01	3.239E-01	12461	Paslahepevirus balayani
YP_009337337.1	13	YP_009337337.1	2wlp-assembly1_A	5.089E-11	396	1.000	191	14.100	6.875E-01	8.515E-01	6.766E-01	7.372E-01	12558	Sesbania mosaic virus
YP_009337337.1	14	YP_009337337.1	6mrl-assembly1_A	6.804E-08	293	1.000	178	17.400	6.656E-01	8.460E-01	6.751E-01	4.784E-01	165432	Cucumber leaf spot virus
YP_009337337.1	15	YP_009337337.1	1smv-assembly1_C	1.086E-09	346	1.000	196	14.700	6.694E-01	8.341E-01	6.710E-01	6.231E-01	12558	Sesbania mosaic virus
YP_009337337.1	16	YP_009337337.1	4sbv-assembly1_C	1.287E-09	338	1.000	194	16.400	6.478E-01	8.321E-01	6.696E-01	6.223E-01	12139	Southern bean mosaic virus
YP_009337337.1	17	YP_009337337.1	2wlp-assembly2_B	4.385E-10	360	1.000	194	14.400	6.712E-01	8.390E-01	6.669E-01	7.123E-01	12558	Sesbania mosaic virus
YP_009337337.1	18	YP_009337337.1	1c8n-assembly1_A	2.318E-08	306	1.000	191	15.100	6.721E-01	8.316E-01	6.642E-01	7.167E-01	12054	unidentified tobacco necrosis virus
YP_009337337.1	19	YP_009337337.1	6jjc-assembly1_C	3.571E-09	295	1.000	218	16.900	6.278E-01	7.110E-01	6.642E-01	6.341E-01	222557	Macrobrachium rosenbergii nodavirus
YP_009337337.1	20	YP_009337337.1	1smv-assembly1_A	6.901E-10	349	1.000	194	13.900	6.576E-01	8.336E-01	6.627E-01	6.910E-01	12558	Sesbania mosaic virus
YP_007010922.1	1	YP_007010922.1	4zc3-assembly1_A	1.269E-01	106	1.000	57	36.800	6.989E-01	8.565E-01	1.718E-01	8.160E-01	10773	Bacillus phage SF6
YP_007010922.1	2	YP_007010922.1	2cmp-assembly1_A	1.985E-01	97	0.999	54	33.300	6.753E-01	8.327E-01	1.624E-01	7.796E-01	10773	Bacillus phage SF6
YP_007010922.1	3	YP_007010922.1	7joq-assembly1_H	2.220E-01	68	0.912	81	25.900	4.773E-01	6.070E-01	1.944E-01	4.639E-01	2079543	Pseudomonas phage NV1
YP_007010922.1	4	YP_007010922.1	7joq-assembly5_l	4.344E-01	67	0.900	82	28.000	5.307E-01	6.437E-01	2.024E-01	4.894E-01	2079543	Pseudomonas phage NV1
YP_007010922.1	5	YP_007010922.1	1i1g-assembly1_A	2.080E+00	66	0.887	51	29.400	7.112E-01	7.979E-01	1.507E-01	3.054E-01	2261	Pyrococcus furiosus
YP_007010922.1	6	YP_007010922.1	7egc-assembly1_R	1.967E+00	63	0.837	47	27.600	6.754E-01	7.527E-01	1.342E-01	1.590E-01	9606	Homo sapiens
YP_007010922.1	7	YP_007010922.1	7ena-assembly1_BA	1.759E+00	63	0.837	48	29.100	6.553E-01	7.350E-01	1.327E-01	1.544E-01	9606	Homo sapiens
YP_007010922.1	8	YP_007010922.1	4dnc-assembly3_B	2.602E+00	63	0.837	37	13.500	6.613E-01	8.597E-01	1.208E-01	1.345E-01	9606	Homo sapiens
YP_007010922.1	9	YP_007010922.1	5iya-assembly1_M	2.326E+00	60	0.772	47	27.600	6.601E-01	7.397E-01	1.333E-01	1.520E-01	9606	Homo sapiens
YP_007010922.1	10	YP_007010922.1	3p7n-assembly2_B	9.505E-01	59	0.747	55	23.600	5.687E-01	5.924E-01	1.258E-01	1.857E-01	314225	Erythrobacter litoralis HTCC2594
YP_007010922.1	11	YP_007010922.1	7ega-assembly1_R	2.910E+00	57	0.692	47	27.600	6.601E-01	7.394E-01	1.333E-01	1.571E-01	9606	Homo sapiens
YP_007010922.1	12	YP_007010922.1	6jqs-assembly1_A	3.254E+00	57	0.692	45	26.600	6.664E-01	7.668E-01	1.263E-01	5.042E-01	1231057	Paenisporosarcina sp. TG-14
YP_007010922.1	13	YP_007010922.1	7fby-assembly1_A	3.442E+00	53	0.569	53	20.700	6.596E-01	6.836E-01	1.452E-01	2.685E-01	70601	Pyrococcus horikoshii OT3
YP_007010922.1	14	YP_007010922.1	3iwf-assembly3_B	2.752E+00	53	0.569	58	13.700	6.051E-01	6.758E-01	1.422E-01	4.089E-01	176280	Staphylococcus epidermidis ATCC 12228
YP_007010922.1	15	YP_007010922.1	4a12-assembly1_B	2.602E+00	53	0.569	56	14.200	6.321E-01	6.327E-01	1.388E-01	2.091E-01	1280	Staphylococcus aureus
YP_007010922.1	16	YP_007010922.1	2dbb-assembly1_B	4.070E+00	52	0.537	48	12.500	6.420E-01	7.478E-01	1.325E-01	2.558E-01	70601	Pyrococcus horikoshii OT3
YP_007010922.1	17	YP_007010922.1	1ku7-assembly1_A	2.460E+00	52	0.537	50	28.000	6.140E-01	6.196E-01	1.277E-01	4.340E-01	271	Thermus aquaticus
YP_007010922.1	18	YP_007010922.1	2ao9-assembly1_F	4.305E+00	51	0.505	50	16.000	6.533E-01	7.279E-01	1.426E-01	3.539E-01	226900	Bacillus cereus ATCC 14579
YP_007010922.1	19	YP_007010922.1	7r3e-assembly1_B	2.602E+00	51	0.505	50	18.000	5.886E-01	6.315E-01	1.248E-01	7.251E-02	208964	Pseudomonas aeruginosa PAO1
YP_007010922.1	20	YP_007010922.1	4hob-assembly1_A	4.305E+00	50	0.473	48	12.500	6.418E-01	6.947E-01	1.411E-01	5.600E-01	180230	Cyprinid herpesvirus 3
YP_007675790.1	1	YP_007675790.1	7m4z-assembly1_n	5.600E+00	67	0.900	32	18.700	8.182E-01	9.537E-01	1.374E-01	3.108E-01	480119	Acinetobacter baumannii AB0057
YP_007675790.1	2	YP_007675790.1	7nww-assembly1_r	6.541E+00	58	0.720	37	27.000	7.686E-01	8.388E-01	1.514E-01	3.319E-01	562	Escherichia coli
YP_007675790.1	3	YP_007675790.1	8g7s-assembly1_n	5.600E+00	57	0.692	37	27.000	7.056E-01	8.010E-01	1.500E-01	3.265E-01	562	Escherichia coli
YP_007675790.1	4	YP_007675790.1	5mdy-assembly1_s	7.255E+00	56	0.663	37	27.000	7.571E-01	8.473E-01	1.514E-01	3.327E-01	83333	Escherichia coli K-12
YP_007675790.1	5	YP_007675790.1	7ac7-assembly1_s	8.046E+00	53	0.569	37	27.000	7.324E-01	8.259E-01	1.514E-01	3.315E-01	83333	Escherichia coli K-12
YP_007675790.1	6	YP_007675790.1	5h1n-assembly1_B	3.169E+00	50	0.473	83	20.400	6.125E-01	5.408E-01	1.628E-01	5.114E-01	623	Shigella flexneri
YP_007675790.1	7	YP_007675790.1	8rdv-assembly1_HK	5.050E+00	49	0.442	47	14.800	6.270E-01	6.500E-01	1.165E-01	2.578E-01	45610	Psychrobacter urativorans
