protein_accession	length	esmfold_status	pdb_path
YP_002224029.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002224029.1.pdb
YP_010050880.1	416	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010050880.1.pdb
NP_740394.1	298	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_740394.1.pdb
YP_009508123.1	257	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508123.1.pdb
YP_009152759.1	322	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009152759.1.pdb
YP_010084338.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084338.1.pdb
NP_044863.1	1373	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_044863.1.pdb
NP_690913.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_690913.1.pdb
YP_009337330.1	248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337330.1.pdb
YP_009330063.1	201	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330063.1.pdb
YP_009787661.1	348	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009787661.1.pdb
YP_009203061.1	228	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009203061.1.pdb
YP_010100999.1	236	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010100999.1.pdb
YP_009837477.1	383	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837477.1.pdb
YP_010747570.1	99	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747570.1.pdb
YP_010013243.1	153	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010013243.1.pdb
YP_010012522.1	105	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012522.1.pdb
YP_004327074.1	171	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004327074.1.pdb
YP_010679952.1	180	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010679952.1.pdb
YP_009886276.1	206	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886276.1.pdb
YP_010681633.1	356	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010681633.1.pdb
YP_010062198.1	276	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010062198.1.pdb
YP_009207735.1	271	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009207735.1.pdb
YP_010747357.1	376	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747357.1.pdb
YP_009887127.1	261	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009887127.1.pdb
YP_009055530.1	391	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009055530.1.pdb
YP_009798834.1	246	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009798834.1.pdb
YP_010078651.1	150	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010078651.1.pdb
YP_009791803.1	316	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009791803.1.pdb
YP_010064244.1	154	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010064244.1.pdb
YP_010653918.1	291	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653918.1.pdb
YP_010078703.1	150	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010078703.1.pdb
YP_009880512.1	333	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009880512.1.pdb
YP_010659752.1	218	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659752.1.pdb
YP_009197059.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009197059.1.pdb
YP_009883610.1	209	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009883610.1.pdb
YP_010052691.1	437	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052691.1.pdb
YP_009854105.1	209	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854105.1.pdb
YP_010012805.1	137	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012805.1.pdb
YP_009796237.1	775	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796237.1.pdb
YP_004323595.1	154	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004323595.1.pdb
YP_010582177.1	163	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582177.1.pdb
YP_009621547.1	170	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009621547.1.pdb
YP_009884746.1	151	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009884746.1.pdb
YP_009837051.1	170	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837051.1.pdb
YP_009187338.1	229	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009187338.1.pdb
YP_009277112.1	200	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009277112.1.pdb
YP_224066.1	95	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_224066.1.pdb
YP_010747633.1	163	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747633.1.pdb
YP_009850242.1	560	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009850242.1.pdb
YP_009191573.1	376	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009191573.1.pdb
YP_003857227.1	186	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_003857227.1.pdb
YP_010101371.1	90	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010101371.1.pdb
YP_009854902.1	179	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009854902.1.pdb
YP_010659686.1	391	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659686.1.pdb
YP_010653484.1	153	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653484.1.pdb
YP_009606728.1	158	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009606728.1.pdb
YP_453632.1	438	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_453632.1.pdb
YP_010103067.1	282	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103067.1.pdb
YP_010115742.1	376	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010115742.1.pdb
YP_008873414.1	70	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008873414.1.pdb
YP_010659821.1	571	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010659821.1.pdb
YP_009098370.1	146	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009098370.1.pdb
YP_010840594.1	179	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840594.1.pdb
YP_006488898.1	319	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006488898.1.pdb
YP_009351903.1	66	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009351903.1.pdb
YP_009851174.1	166	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009851174.1.pdb
YP_010084730.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010084730.1.pdb
NP_808767.1	114	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_808767.1.pdb
NP_859414.1	81	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_859414.1.pdb
YP_006666531.1	346	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006666531.1.pdb
YP_009330025.1	895	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009330025.1.pdb
YP_010102161.1	158	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010102161.1.pdb
YP_009100281.1	48	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009100281.1.pdb
YP_012054210.1	55	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_012054210.1.pdb
YP_009850205.1	246	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009850205.1.pdb
YP_009883576.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009883576.1.pdb
YP_010060745.1	170	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060745.1.pdb
YP_010680959.1	145	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680959.1.pdb
YP_009837719.1	143	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837719.1.pdb
YP_007349085.1	255	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007349085.1.pdb
YP_006488840.2	62	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006488840.2.pdb
YP_010749260.1	87	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749260.1.pdb
YP_010105430.1	84	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010105430.1.pdb
YP_009198839.1	76	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009198839.1.pdb
YP_009150112.1	182	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009150112.1.pdb
YP_009147630.1	248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009147630.1.pdb
NP_047226.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_047226.1.pdb
YP_011879400.1	162	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011879400.1.pdb
YP_009597368.1	156	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009597368.1.pdb
YP_010114425.1	332	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010114425.1.pdb
YP_010747720.1	129	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747720.1.pdb
YP_006489174.1	233	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006489174.1.pdb
YP_010013008.1	259	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010013008.1.pdb
YP_009822392.1	759	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009822392.1.pdb
YP_010112236.1	399	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010112236.1.pdb
NP_803148.1	127	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_803148.1.pdb
YP_009838087.1	69	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838087.1.pdb
YP_009129262.1	375	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009129262.1.pdb
YP_008992049.1	107	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008992049.1.pdb
YP_010109432.1	57	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010109432.1.pdb
YP_009198484.1	97	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009198484.1.pdb
YP_010100832.1	232	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010100832.1.pdb
YP_009903246.1	85	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903246.1.pdb
YP_009702731.1	360	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702731.1.pdb
YP_010060078.1	60	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060078.1.pdb
YP_009846031.1	156	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009846031.1.pdb
YP_009597351.1	161	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009597351.1.pdb
YP_009044397.1	302	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009044397.1.pdb
YP_009902711.1	71	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902711.1.pdb
YP_009787600.1	167	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009787600.1.pdb
YP_010051036.1	198	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010051036.1.pdb
YP_009796174.1	177	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796174.1.pdb
YP_010746411.1	389	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746411.1.pdb
YP_004538961.1	304	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004538961.1.pdb
YP_010052572.1	494	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052572.1.pdb
YP_010103633.1	1837	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103633.1.pdb
YP_009113165.1	131	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009113165.1.pdb
YP_010060799.1	320	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060799.1.pdb
YP_009177307.1	402	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009177307.1.pdb
YP_009598344.1	704	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009598344.1.pdb
YP_010012986.1	304	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012986.1.pdb
YP_010754328.1	189	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010754328.1.pdb
YP_009822514.1	667	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009822514.1.pdb
YP_009824797.1	665	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009824797.1.pdb
YP_009818314.1	142	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009818314.1.pdb
YP_010012734.1	165	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012734.1.pdb
YP_009607668.1	154	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009607668.1.pdb
NP_944848.1	294	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_944848.1.pdb
YP_010754322.1	109	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010754322.1.pdb
YP_009017758.1	531	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009017758.1.pdb
YP_009098374.1	228	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009098374.1.pdb
YP_010746805.1	93	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746805.1.pdb
YP_010012473.1	273	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010012473.1.pdb
YP_009851256.1	200	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009851256.1.pdb
YP_009215226.1	3272	missing_or_failed	
YP_009848300.1	172	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009848300.1.pdb
YP_010653947.1	127	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653947.1.pdb
YP_009808719.1	143	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009808719.1.pdb
YP_007010613.1	108	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007010613.1.pdb
YP_009197012.1	1808	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009197012.1.pdb
YP_010653384.1	510	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653384.1.pdb
YP_010748158.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748158.1.pdb
YP_010060152.1	119	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060152.1.pdb
YP_009207683.1	135	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009207683.1.pdb
YP_009196669.1	114	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009196669.1.pdb
YP_005098154.1	171	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_005098154.1.pdb
YP_010103046.1	390	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103046.1.pdb
YP_010749516.1	131	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749516.1.pdb
YP_010101324.1	589	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010101324.1.pdb
YP_010104251.1	198	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010104251.1.pdb
YP_009616015.1	686	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009616015.1.pdb
YP_007010471.1	139	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007010471.1.pdb
YP_008767201.1	852	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008767201.1.pdb
YP_009206140.1	762	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009206140.1.pdb
YP_010747008.1	684	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747008.1.pdb
YP_010103635.1	588	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010103635.1.pdb
YP_009621728.1	377	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009621728.1.pdb
YP_009903476.1	108	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009903476.1.pdb
YP_010050959.1	280	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010050959.1.pdb
YP_009818764.1	102	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009818764.1.pdb
YP_010653739.1	125	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653739.1.pdb
YP_009908503.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009908503.1.pdb
YP_009907938.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009907938.1.pdb
YP_794075.1	205	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_794075.1.pdb
YP_006488807.1	159	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_006488807.1.pdb
YP_010653460.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010653460.1.pdb
YP_009887219.1	152	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009887219.1.pdb
YP_009908502.1	205	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009908502.1.pdb
YP_010657857.1	104	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010657857.1.pdb
YP_009796298.1	185	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009796298.1.pdb
YP_009601960.1	244	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009601960.1.pdb
YP_009902879.1	102	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009902879.1.pdb
YP_009837005.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009837005.1.pdb
YP_010061456.1	112	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010061456.1.pdb
