protein_accession	predicted_label	top_probability_calibrated	context_gain	high_context_gain	nearest_homolog_identity	nearest_homolog_bits	identity_bin	context_gain_bin	low_sequence_identity	low_sequence_high_context	module_supported	hypothetical_or_unknown	family	host_group	family_holdout_split
YP_009618577.1	protease	0.996371746063	-0.000723004341125	0	38.6	192.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009202446.1	nuclease	0.996369361877	-0.00035685300827	0	54.3	270.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009190568.1	tail_fiber_receptor	0.996368765831	0.00230991840363	0	59.4	126.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_009190568.1	tail_assembly	0.996368765831	0.000764310359955	0	59.4	126.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010748535.1	portal_terminase_packaging	0.99636733532	0.000103235244751	0	73.6	719.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010087217.1	capsid_head	0.99636721611	-0.000161588191986	0	72.9	398.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009035189.1	lysis	0.996366739273	-0.000456273555756	0	71.6	219.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_007673820.1	methyltransferase	0.996365308762	0.00113594532013	0	79.4	538.0	70-90	0-0.05	0	0	1	0	Eurybiavirus	Bacteria	test
YP_009666936.1	polymerase	0.996364533901	0.00313460826874	0	21.9	220.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_009887111.1	tail_fiber_receptor	0.99636310339	0.000474154949188	0	44.1	188.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009887111.1	tail_assembly	0.99636310339	0.00237631797791	0	44.1	188.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010653414.1	nuclease	0.996362864971	-0.000115811824799	0	95.4	619.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_009465995.1	capsid_head	0.996362864971	-8.6784362793e-05	0	47.2	254.0	30-50	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010012808.1	polymerase	0.996362268925	0.00052148103714	0	70.2	393.0	70-90	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010012808.1	nuclease	0.996362268925	-0.000626742839813	0	70.2	393.0	70-90	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009666900.1	polymerase	0.996362149715	0.00390535593033	0	23.7	220.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_009337087.1	polymerase	0.996361196041	-0.000115692615509	0	28.3	168.0	20-30	<0	1	0	1	0	Riboviria	root	test
YP_010746549.1	lysis	0.996361076832	-0.000487983226776	0	75.4	232.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009885346.1	tail_fiber_receptor	0.996360838413	0.00059050321579	0	48.7	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009885346.1	tail_assembly	0.996360838413	-0.000438570976257	0	48.7	292.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009601881.1	methyltransferase	0.996360242367	0.00115668773651	0	83.4	348.0	70-90	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010806123.1	polymerase	0.99635964632	-0.000719428062439	0	32.1	156.0	30-50	<0	0	0	1	0	Aoguangviridae	Archaea	test
YP_010103637.1	tail_assembly	0.99635964632	0.000738203525543	0	70	755.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009197054.1	nuclease	0.996359407902	-0.000366151332855	0	54.7	272.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009902565.1	capsid_head	0.996359288692	-0.000207185745239	0	60.4	384.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009886934.1	tail_fiber_receptor	0.99635797739	0.000589549541473	0	48.7	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886934.1	tail_assembly	0.99635797739	-0.000440001487732	0	48.7	292.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009789527.1	tail_fiber_receptor	0.996357738972	-0.000518918037415	0	75.1	429.0	70-90	<0	0	0	1	0	Yoloswagvirus	Bacteria	test
YP_009052469.1	polymerase	0.996356487274	0.00320965051651	0	58.3	676.0	50-70	0-0.05	0	0	1	0	dsRNA viruses	Fungi	test
YP_010748537.1	portal_terminase_packaging	0.996356010437	-0.000284850597382	0	35.7	84.0	30-50	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009362975.1	capsid_head	0.996354699135	-0.000182330608368	0	29.6	80.0	20-30	<0	1	0	1	0	Geminiviridae	Viridiplantae	test
YP_010748196.1	lysis	0.996354699135	-0.000413060188293	0	72.3	222.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009342276.1	capsid_head	0.996354579926	0.019757270813	0			no_hit	0-0.05	1	0	1	1	Riboviria	root	test
YP_010679952.1	nuclease	0.996354460716	0.000760674476624	0	47.4	147.0	30-50	0-0.05	0	0	1	0	Joanripponvirinae	Bacteria	test
YP_009886687.1	tail_fiber_receptor	0.996353387833	0.000587999820709	0	48.7	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886687.1	tail_assembly	0.996353387833	-0.000442922115326	0	48.7	292.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009889795.1	tail_fiber_receptor	0.996353030205	0.00058788061142	0	48.7	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009889795.1	tail_assembly	0.996353030205	-0.000442445278168	0	48.7	292.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_003517740.1	nuclease	0.996352434158	-6.103515625e-05	0	53.2	136.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_010748372.1	lysis	0.996351957321	-0.000430107116699	0	72.3	230.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009886191.1	tail_fiber_receptor	0.996351838112	0.000587522983551	0	48.7	292.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886191.1	tail_assembly	0.996351838112	-0.000443041324615	0	48.7	292.0	30-50	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009821015.1	nuclease	0.996351003647	-0.00017374753952	0	54	138.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009009975.1	lysis	0.996348202229	-0.000454604625702	0	72.3	222.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009821321.1	capsid_head	0.996347606182	-0.000466525554657	0	57.5	375.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009886685.1	tail_fiber_receptor	0.996347367764	-0.000707268714905	0	62.5	1381.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009824792.1	tail_assembly	0.996347010136	0.00404268503189	0	89.6	520.0	70-90	0-0.05	0	0	1	0	Montyvirus	Bacteria	test
YP_009241407.1	capsid_head	0.996346890926	0.000184595584869	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009203073.1	protease	0.996342837811	-0.000326037406921	0	74.2	449.0	70-90	<0	0	0	1	0	Luchadorvirus	Bacteria	test
YP_010797236.1	capsid_head	0.996342241764	-0.000342428684235	0	30.3	109.0	30-50	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009902738.1	capsid_head	0.996341884136	-0.000235319137573	0	60.7	389.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
NP_852650.1	capsid_head	0.996341884136	-0.000204741954803	0	89.4	492.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_008239773.1	lysis	0.996339797974	-0.000463783740997	0	72.3	229.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009889793.1	tail_fiber_receptor	0.996339201927	-0.000713706016541	0	62.1	1367.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009333144.1	polymerase	0.996338129044	0.000236690044403	0	28.7	181.0	20-30	0-0.05	1	0	1	0	Riboviria	root	test
YP_010084549.1	polymerase	0.996338129044	-0.000288546085358	0	39	675.0	30-50	<0	0	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_009792407.1	lysis	0.996337294579	-0.00033712387085	0	62.3	257.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009147859.1	nuclease	0.996335744858	0.000938236713409	0	64.1	173.0	50-70	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_010112828.1	helicase	0.996335625648	0.00089693069458	0	65.1	395.0	50-70	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009322678.1	capsid_head	0.996335506439	5.54919242859e-05	0	67.8	389.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010098196.1	tail_assembly	0.996335268021	0.000753700733185	0	69.7	751.0	50-70	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009796267.1	tail_fiber_receptor	0.996334910393	-0.000833868980408	0	88.1	1011.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009796267.1	tail_assembly	0.996334910393	-0.00119578838348	0	88.1	1011.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009796267.1	lysis	0.996334910393	-0.000819861888885	0	88.1	1011.0	70-90	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009323486.1	capsid_head	0.996333956718	5.50150871277e-05	0	67.8	389.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009147323.1	protease	0.996333360672	-0.000720679759979	0	38.6	196.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009322344.1	capsid_head	0.996333241463	5.47766685486e-05	0	67.8	389.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010013249.1	tail_assembly	0.996332883835	0.000124096870422	0	57.6	698.0	50-70	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009321786.1	capsid_head	0.996332228184	5.44190406799e-05	0	67.8	389.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009337129.1	capsid_head	0.996331632137	0.000888347625732	0			no_hit	0-0.05	1	0	1	1	Riboviria	root	test
YP_009336570.1	capsid_head	0.996331512928	0.00196063518524	0	26.6	226.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_010510017.1	helicase	0.996328175068	0.000891447067261	0	64.8	394.0	50-70	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009552744.1	capsid_head	0.996327459812	0.00780034065247	0			no_hit	0-0.05	1	0	1	0	Polyomaviridae	Metazoa	test
YP_009043189.1	capsid_head	0.996327459812	5.28693199158e-05	0	67.8	389.0	50-70	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009796446.1	lysis	0.996326863766	0.00164496898651	0	72.5	145.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010801359.1	portal_terminase_packaging	0.99632370472	0.00726789236069	0	26.9	207.0	20-30	0-0.05	1	0	1	1	Gammaherpesvirinae	Metazoa	test
YP_009188796.1	lysis	0.996322512627	-0.000362992286682	0	63.1	254.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009202477.1	nuclease	0.996322274208	0.000202119350433	0	41.4	92.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_004009433.1	helicase	0.996322154999	0.00178641080856	0	69.6	669.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010112815.1	polymerase	0.99632191658	-0.000651478767395	0	58.7	185.0	50-70	<0	0	0	1	0	Loutivirinae	root	test
YP_010653399.1	protease	0.996319174767	-0.000372052192688	0	96.4	279.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_009887011.1	tail_fiber_receptor	0.996318697929	3.57031822205e-05	0	47.1	176.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009887011.1	tail_assembly	0.996318697929	0.00153023004532	0	47.1	176.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
NP_982304.1	polymerase	0.996317505836	0.00281864404678	0	24.1	234.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_009903339.1	helicase	0.99631613493	0.000103056430817	0	63	856.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009204834.1	lysis	0.996315777302	0.000233888626099	0	27.8	374.0	20-30	0-0.05	1	0	1	0	Slopekvirinae	Bacteria	test
YP_009886268.1	tail_fiber_receptor	0.996315658092	3.47495079041e-05	0	47.1	176.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009886268.1	tail_assembly	0.996315658092	0.00153034925461	0	47.1	176.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_006990653.1	nuclease	0.996314942837	-0.000213503837585	0	54.8	399.0	50-70	<0	0	0	1	0	Enquatrovirinae	Bacteria	test
YP_009846040.1	tail_assembly	0.996314585209	0.00359481573105	0	89.2	521.0	70-90	0-0.05	0	0	1	0	Montyvirus	Bacteria	test
YP_009635663.1	nuclease	0.996314227581	-0.00039005279541	0	68.5	392.0	50-70	<0	0	0	1	0	Microwolfvirus	Bacteria	test
NP_981940.1	capsid_head	0.996314227581	0.000421524047852	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010012647.1	nuclease	0.996313989162	-0.00037944316864	0	54.7	272.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_008408717.1	nuclease	0.996313512325	-0.000387787818909	0	54.7	271.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009219089.1	tail_assembly	0.996313393116	0.000219941139221	0	89.9	880.0	70-90	0-0.05	0	0	1	0	Microwolfvirus	Bacteria	test
YP_010096665.1	methyltransferase	0.99631279707	0.000835359096527	0	71.4	513.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009787612.1	lysis	0.99631279707	-0.000284671783447	0	63.6	259.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_010653631.1	methyltransferase	0.996312081814	0.0011733174324	0	56	546.0	50-70	0-0.05	0	0	1	0	Attisvirus	Bacteria	test
YP_010103072.1	methyltransferase	0.996310889721	0.000834763050079	0	71.4	513.0	70-90	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009333583.1	polyprotein	0.996310412884	0.000164031982422	0	24.3	292.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009150294.1	helicase	0.996310055256	0.00151079893112	0	34.5	241.0	30-50	0-0.05	0	0	1	0	Slopekvirinae	Bacteria	test
YP_184751.1	capsid_head	0.996309578419	-0.000264167785645	0	76.9	433.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_004009816.1	tail_assembly	0.996308982372	0.00392282009125	0	62	377.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009507855.1	polymerase	0.996307969093	0.00296187400818	0	23.4	251.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_007419080.1	capsid_head	0.996307253838	-0.000264883041382	0	76.9	433.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_010748222.1	lysis	0.996307015419	-0.00038731098175	0	74.2	231.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009145720.1	protease	0.996305584908	-0.000753939151764	0	37.9	191.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_007673437.1	integrase_recombinase	0.996304512024	0.0020934343338	0	44	269.0	30-50	0-0.05	0	0	1	0	Cbastvirus	Bacteria	test
YP_010084673.1	portal_terminase_packaging	0.996303677559	0.00685465335846	0	26.7	207.0	20-30	0-0.05	1	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_010653827.1	protease	0.99630355835	-0.000383377075195	0	95.7	277.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_010653683.1	protease	0.99630343914	-0.000383377075195	0	95.7	277.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_010653757.1	protease	0.996303319931	-0.000383496284485	0	95.7	277.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_010653904.1	protease	0.996302962303	-0.000383615493774	0	95.7	277.0	90-100	<0	0	0	1	0	Attisvirus	Bacteria	test
YP_010658685.1	portal_terminase_packaging	0.996302962303	-3.77297401428e-05	0	58.1	670.0	50-70	<0	0	0	1	0	Rhodovirinae	Bacteria	test
YP_010746919.1	lysis	0.996302604675	-0.00048553943634	0	73.5	231.0	70-90	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_009219542.1	protease	0.996302366257	-0.000743210315704	0	38.6	196.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_001974409.1	capsid_head	0.996300578117	0.00110423564911	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_010746719.1	lysis	0.996299922466	-0.000487804412842	0	72.3	224.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
NP_612599.1	capsid_head	0.996299445629	0.00103843212128	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
NP_047241.1	capsid_head	0.996298968792	0.000584065914154	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009818309.1	capsid_head	0.996298611164	0.000130653381348	0	61.5	388.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009333439.1	polyprotein	0.996298491955	0.000422298908234	0	43.5	1076.0	30-50	0-0.05	0	0	0	1	Riboviria	root	test
YP_010013054.1	ligase	0.996298134327	-0.000719130039215	0	53.7	454.0	50-70	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009547940.1	capsid_head	0.996298015118	-6.96182250977e-05	0	76.8	412.0	70-90	<0	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_009345133.1	polymerase	0.996297776699	0.00481784343719	0	35.1	316.0	30-50	0-0.05	0	0	1	0	Riboviria	root	test
YP_010112075.1	nuclease	0.996297299862	0.00232690572739	0	57.7	88.0	50-70	0-0.05	0	0	1	0	Loutivirinae	root	test
YP_009903466.1	protease	0.996295511723	0.000651478767395	0	60.6	410.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009505402.1	portal_terminase_packaging	0.996295154095	0.000214338302612	0	38.4	438.0	30-50	0-0.05	0	0	1	0	Gammaherpesvirinae	unknown	test
YP_009814973.1	nuclease	0.99629175663	0.00073915719986	0	73.5	544.0	70-90	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009787664.1	helicase	0.996291160583	0.000101625919342	0	63.5	862.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_012040242.1	helicase	0.996290922165	0.000101506710052	0	63.5	862.0	50-70	0-0.05	0	0	1	1	Drexlerviridae	Bacteria	test
YP_009850444.1	tail_fiber_receptor	0.996290445328	5.48362731934e-05	0	69	1975.0	50-70	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_009850444.1	tail_assembly	0.996290445328	0.000767886638641	0	69	1975.0	50-70	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_010745969.1	portal_terminase_packaging	0.996290445328	-7.49826431274e-05	0	73.3	723.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009337188.1	polymerase	0.996289134026	0.00345134735107	0	37.4	194.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_010748905.1	portal_terminase_packaging	0.996288657188	0.00047779083252	0	75.6	748.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_004323454.1	tail_fiber_receptor	0.996287941933	-0.000554025173187	0	43.7	477.0	30-50	<0	0	0	1	0	Eurybiavirus	Bacteria	test
YP_010746030.1	portal_terminase_packaging	0.996287107468	-0.000109255313873	0	72.5	719.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009881598.1	nuclease	0.996285200119	-0.000569522380829	0	58.9	651.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010084406.1	helicase	0.996284365654	0.00178903341293	0	36.2	500.0	30-50	0-0.05	0	0	1	0	Gammaherpesvirinae	Metazoa	test
YP_007007706.1	nuclease	0.996283948421	0.000793993473053	0	58.5	292.0	50-70	0-0.05	0	0	1	0	Popoffvirus	Bacteria	test
YP_010013367.1	tail_assembly	0.996282756329	0.000126898288727	0	57.8	700.0	50-70	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010655563.1	helicase	0.996281921864	0.000442981719971	0	49.4	498.0	30-50	0-0.05	0	0	1	0	Zukovirus	Bacteria	test
YP_009336708.1	polyprotein	0.996281921864	0.000343024730682	0	40.7	524.0	30-50	0-0.05	0	0	1	1	Riboviria	root	test
YP_010112579.1	polymerase	0.996280372143	-0.000580132007599	0	54.2	177.0	50-70	<0	0	0	1	0	Loutivirinae	root	test
YP_009902477.1	capsid_head	0.996279537678	-0.000221371650696	0	60.4	385.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009635909.1	nuclease	0.996279418468	-5.49554824829e-05	0	40.9	98.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009205469.1	portal_terminase_packaging	0.996279299259	-0.000268459320068	0	44.9	87.0	30-50	<0	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009884796.1	lysis	0.996278703213	0.00298273563385	0	72.1	147.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010096781.1	methyltransferase	0.996278464794	0.00133967399597	0	43.1	301.0	30-50	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009902656.1	capsid_head	0.996278345585	-0.000221848487854	0	60.4	385.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009885383.1	tail_assembly	0.996278345585	0.00380480289459	0	60.6	355.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010746685.1	lysis	0.996277749538	-0.000440776348114	0	70.4	216.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009902398.1	capsid_head	0.996276915073	-0.000222206115723	0	60.4	385.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009333165.1	polyprotein	0.996276557446	0.000646591186523	0	24.1	256.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009787643.1	capsid_head	0.996276319027	-0.000274062156677	0	60.1	383.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010064462.1	nuclease	0.99627494812	0.000669836997986	0	67	228.0	50-70	0-0.05	0	0	1	0	Amiranvirus	Bacteria	test
YP_010085064.1	polymerase	0.996274471283	0.00342732667923	0	21.4	211.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_009215232.1	lysis	0.996273040771	-6.83069229126e-05	0	57.8	295.0	50-70	<0	0	0	1	0	Gordtnkvirus	Bacteria	test
YP_009552507.1	helicase	0.996272921562	0.00282847881317	0	36.6	505.0	30-50	0-0.05	0	0	1	0	Gammaherpesvirinae	Metazoa	test
NP_722553.1	capsid_head	0.996271491051	-0.000288128852844	0	78.5	436.0	70-90	<0	0	0	1	0	Geminiviridae	Viridiplantae	test
YP_009790384.1	helicase	0.996271014214	0.000105857849121	0	63.5	862.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009147640.1	tail_fiber_receptor	0.996270060539	-0.000163376331329	0	56.9	715.0	50-70	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009821327.1	lysis	0.996269345284	0.000612318515778	0	27.2	363.0	20-30	0-0.05	1	0	1	0	Slopekvirinae	Bacteria	test
YP_009873998.1	polymerase	0.996269345284	0.00341498851776	0	40.7	195.0	30-50	0-0.05	0	0	1	0	Rhodovirinae	Bacteria	test
YP_009903284.1	protease	0.996268630028	0.000664472579956	0	60.6	410.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009322847.1	nuclease	0.996267974377	0.000532805919647	0	46.4	166.0	30-50	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_010052680.1	lysis	0.996267020702	-0.000672578811646	0	46	138.0	30-50	<0	0	0	1	0	Kantovirinae	Bacteria	test
YP_010657871.1	nuclease	0.996266782284	0.000855028629303	0	51.3	357.0	50-70	0-0.05	0	0	1	0	Demetervirinae	Bacteria	test
YP_009274117.1	methyltransferase	0.996266663074	0.00133574008942	0	43.1	301.0	30-50	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009793259.1	helicase	0.996266186237	0.00132465362549	0	41.1	295.0	30-50	0-0.05	0	0	1	0	Dunnvirinae	Bacteria	test
YP_010062150.1	tail_assembly	0.996265590191	-0.000174462795258	0	35.6	466.0	30-50	<0	0	0	1	0	Myradeevirus	Bacteria	test
YP_010746386.1	lysis	0.996265470982	-0.000514626502991	0	76.1	233.0	70-90	<0	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009547928.1	capsid_head	0.996265351772	0.00102734565735	0			no_hit	0-0.05	1	0	0	0	Geminiviridae	Viridiplantae	test
YP_009785065.1	ligase	0.996264994144	-0.000771462917328	0	30.2	128.0	30-50	<0	0	0	1	0	Autotranscriptaviridae	Bacteria	test
YP_009793144.1	helicase	0.996262729168	0.00132358074188	0	41.1	295.0	30-50	0-0.05	0	0	1	0	Dunnvirinae	Bacteria	test
YP_009213175.1	nuclease	0.996262609959	-0.000277638435364	0	71.9	395.0	70-90	<0	0	0	1	0	Siftrevirus	Bacteria	test
YP_009793204.1	helicase	0.996262252331	0.0013233423233	0	41.1	295.0	30-50	0-0.05	0	0	1	0	Dunnvirinae	Bacteria	test
YP_009927291.1	capsid_head	0.996261894703	9.57250595093e-05	0	73.8	388.0	70-90	0-0.05	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_010840644.1	polymerase	0.996261894703	0.00326299667358	0	22.4	209.0	20-30	0-0.05	1	0	1	0	Peribunyaviridae	Metazoa	test
YP_010747802.1	lysis	0.996261537075	-2.49743461609e-05	0	45.4	60.0	30-50	<0	0	0	1	1	Guernseyvirinae	Bacteria	test
YP_010065025.1	lysis	0.996260583401	-0.00044709444046	0	56.3	183.0	50-70	<0	0	0	1	0	Drexlerviridae	Bacteria	test
YP_004958224.1	capsid_head	0.996259450912	-0.000252425670624	0	73.2	381.0	70-90	<0	0	0	0	0	Geminiviridae	Viridiplantae	test
YP_009337701.1	polyprotein	0.996258974075	0.00104576349258	0	26.5	112.0	20-30	0-0.05	1	0	0	1	Riboviria	root	test
YP_009802383.1	lysis	0.996258854866	0.000773072242737	0	48.5	142.0	30-50	0-0.05	0	0	1	0	Autotranscriptaviridae	Bacteria	test
YP_009223930.1	lysis	0.99625813961	-7.31945037842e-05	0	57.8	295.0	50-70	<0	0	0	1	0	Gordtnkvirus	Bacteria	test
YP_009333146.1	polymerase	0.996257781982	-0.000227808952332	0	32.6	122.0	30-50	<0	0	0	1	0	Riboviria	root	test
